spnldash x20 1 1
spnldash x0a 1 2
spnldash x0a 2 1
spnldash x0a 3 1
spnldash x20 4 1
spnldash x20 4 2
spnldash x0a 4 3
spnldash x20 5 1
spnldash x20 5 2
spnldash x20 5 3
spnldash x0a 5 4
spnldash x20 6 1
spnldash x20 6 2
spnldash x20 6 3
spnldash x20 6 4
spnldash x0a 6 5
spnldash x20 7 1
spnldash x20 7 2
spnldash x20 7 3
spnldash x20 7 4
spnldash x20 7 5
spnldash x0a 7 6
spnldash x20 8 1
spnldash x20 8 2
spnldash x20 8 3
spnldash x20 8 4
spnldash x20 8 5
spnldash x20 8 6
spnldash x0a 8 7
spnldash x20 9 1
spnldash x20 9 2
spnldash x20 9 3
spnldash x20 9 4
spnldash x20 9 5
spnldash x20 9 6
spnldash x20 9 7
spnldash x0a 9 8
spnldash x20 10 1
spnldash x20 10 2
spnldash x20 10 3
spnldash x20 10 4
spnldash x20 10 5
spnldash x20 10 6
spnldash x20 10 7
spnldash x20 10 8
spnldash x2d 10 9
spnldash x2d 10 10
spnldash x20 10 11
spnldash x2d 10 12
spnldash x20 10 13
spnldash x2d 10 14
spnldash x20 10 15
spnldash x2d 10 16
spnldash x20 10 17
spnldash x0a 10 18
spnldash x20 11 1
spnldash x20 11 2
spnldash x20 11 3
spnldash x20 11 4
spnldash x20 11 5
spnldash x20 11 6
spnldash x20 11 7
spnldash x20 11 8
spnldash x20 11 9
spnldash x2d 11 10
spnldash x2d 11 11
spnldash x20 11 12
spnldash x2d 11 13
spnldash x20 11 14
spnldash x2d 11 15
spnldash x2d 11 16
spnldash x20 11 17
spnldash x0a 11 18
spnldash x0a 12 1
spnldash x0a 13 1
spnldash x0a 14 1
spnldash x20 15 1
spnldash x20 15 2
spnldash x20 15 3
spnldash x20 15 4
spnldash x20 15 5
spnldash x20 15 6
spnldash x20 15 7
spnldash x20 15 8
spnldash x20 15 9
spnldash x20 15 10
spnldash x0a 15 11
spnldash x0a 16 1
spnldash x0a 17 1
